,ticker,month,mean_transactions,median_transactions,sd_transactions,mean_low,median_low,sd_low,mean_high,median_high,sd_high,mean_close,median_close,sd_close
538,CAL,November,2509250,2484000,927978.4413,31.02500057,30.62000084,3.183343802,34.89500046,35.29000092,2.71293653,32.29250002,31.88999939,2.886073553
539,CAL,December,1599700,2052300,842116.5881,27.65,27.51000023,0.887784029,29.61399956,29.55999947,0.986419458,28.17999992,28.13999939,0.827792033
540,CHS,January,13464860,13122500,2243816.701,8.904000092,9.180000305,0.531172407,9.894000245,10.10000038,0.388875352,9.51400013,9.56000042,0.43343265
541,CHS,February,15142800,13738250,6161449.562,8.857499838,8.815000058,0.250736423,10.11500025,10.09500027,0.209582974,9.412499905,9.579999924,0.441156045
542,CHS,March,13775500,14048000,3230374.953,8.572500229,8.525000096,0.144633278,9.252500057,9.135000229,0.331389109,8.827500105,8.805000305,0.16238458
543,CHS,April,14565140,14669000,2383895.312,9.268000031,9.340000153,0.327377357,10.48400002,10.52000046,0.242866212,9.888000108,9.920000076,0.379125178
544,CHS,May,16253450,11468950,9833127.585,9.192499876,9.589999676,0.959410493,10.48249984,10.46000004,0.327595296,9.767499924,10.05499983,0.806206324
545,CHS,June,13125700,13188900,1385720.681,8.259999991,8.240000248,0.140890004,8.995000124,9,0.18034695,8.535000086,8.46999979,0.332377891
546,CHS,July,11688540,11238900,2726461.394,8.147999859,7.920000076,0.313840622,8.907999802,9.069999695,0.300426129,8.644000053,8.619999886,0.386450529
547,CHS,August,16790700,13062200,9235359.843,9.007500172,9.15500021,0.563177238,10.00249982,10.08500004,0.409046283,9.559999703,9.524999619,0.357281336
548,CHS,September,9690925,9890400,967436.1048,8.322500229,8.325000287,0.1066244,8.932500124,8.880000114,0.202530909,8.520000219,8.53000021,0.114455122
549,CHS,October,14183480,14106600,2058780.869,7.395999909,7.489999771,0.308842977,8.247999859,8.109999657,0.369074425,7.612000084,7.630000114,0.315430005
550,CHS,November,24262475,12231550,21740276.23,6.382500052,6.835000038,1.166241294,7.715000034,7.725000143,0.367321262,6.827499986,7.159999848,0.84372311
551,CHS,December,17926140,23361400,8498462.226,5.404000092,5.369999886,0.104038438,5.95,5.989999771,0.10019981,5.684000015,5.690000057,0.082121854
552,BKE,January,2877740,2487800,841136.0404,20.22000008,20.29999924,0.560892306,22.4420002,21.85000038,1.417764713,20.8800003,20.95000076,0.718052841
553,BKE,February,2598225,2496150,636192.9636,20.04250002,20.35000038,0.784008521,22.36250019,22.30000019,0.402143023,21.6624999,21.67500019,0.31499055
554,BKE,March,3364775,3205950,615734.104,19.26249981,19.32499981,0.992078405,21.60000038,21.82500076,1.133026739,20.44999981,20.07499981,1.088002591
555,BKE,April,2347280,2061600,775908.475,21.83999977,21.85000038,0.385227298,23.69000015,23.60000038,0.210713172,22.63999977,22.54999924,0.468401516
556,BKE,May,2041400,1957300,338685.3702,23.92499972,24.39999962,1.133854292,25.66499996,26.02999973,0.775031957,24.98750019,25.125,0.554949275
557,BKE,June,2222825,2148050,485757.9097,25.98750019,26.05000019,0.590947152,28.45749951,28.48999977,0.316494411,27.3125,27.47499943,0.801853026
558,BKE,July,1816580,1803700,317989.8954,23.35999947,23.04999924,0.858137391,25.72999992,25.25,1.045274693,24.27999992,24.20000076,1.233125753
559,BKE,August,2624850,2322300,841997.8904,25.0175004,25.15000057,0.826993519,27.72499991,27.32499981,1.259215662,26.17499972,26.19999981,0.292617149
560,BKE,September,2372300,2477800,295794.1514,22.25,22.25,0.215057513,24.26249981,23.69999981,1.234592919,22.8125,22.875,0.253413474
561,BKE,October,3433420,3292300,568485.4524,19.35400009,19.51000023,1.069459601,21.80600014,22.12000084,1.151756868,20.26800003,20.29999924,1.184911659
562,BKE,November,3055050,2242800,1841340.595,19.80499983,19.6750002,0.934090294,21.76999998,21.63000012,0.742192133,20.49250031,20.56500054,0.94629188
563,BKE,December,1867200,1944400,945618.477,18.11199989,18.15999985,0.542785093,19.78400002,19.77000046,0.259892519,18.81599998,18.98999977,0.621308588
564,GCO,January,2199420,1806300,687378.1445,33,33,1.310725014,36.62999954,36.75,0.411825482,34.88000031,35.29999924,1.68005889
565,GCO,February,1777025,1876250,282975.3379,34.98749924,35.22499847,2.27111611,39.33750058,39.32500077,2.440125991,37.77500057,38.42500114,1.811249745
566,GCO,March,1780700,1595400,640792.958,37.79999924,38.02499962,0.727152295,41.08749962,41.25,0.310996581,39.66249847,39.97499847,0.941657448
567,GCO,April,1250540,1228300,259471.9145,40.65999985,41.20000076,1.217950196,44.83600006,44.75,0.727863888,42.64000015,42.54999924,1.046613895
568,GCO,May,1023075,906950,286665.6447,42.1875,42.34999847,1.275918592,44.90000057,45.125,0.968891644,44.22499943,43.84999847,1.053862992
569,GCO,June,1878125,1646450,755343.0922,39.32999992,39.57500077,0.861075801,43.35000038,43.07500076,1.261447498,40.88749981,40.77499962,0.946291551
570,GCO,July,1166580,1152100,312800.0729,38.74000015,39,0.93241602,41.84000015,41.90000153,0.349857924,40.53000031,40.75,0.737969803
571,GCO,August,1551000,1479000,362852.6009,42.54500008,42.59000015,1.58723885,46.5,45.85000039,3.559318178,45.27499962,44.25,3.398988131
572,GCO,September,2177825,2133300,530821.0498,45.01250077,45.05000114,0.768418825,49.36249924,49.17499924,0.898871468,47.18749905,47.09999847,0.181573501
573,GCO,October,1517960,1507300,222570.6593,41.74599991,41.61999893,0.968578081,45.19800034,44.99000168,1.136616264,42.98199997,42.49000168,1.334337247
574,GCO,November,1254825,1233200,338102.6055,40.98499966,41.01499939,1.712285417,44.63250065,44.54500008,1.484358034,42.59249973,42.26499939,1.853434986
575,GCO,December,1612660,1903500,827004.9519,40.70400009,40.83000183,1.977146266,45.13800125,44.90000153,0.744537339,43.28600006,43.93999863,1.088862897
576,EXPR,January,16082740,9779600,9468020.258,7.397999954,7.170000076,0.770412957,8.439999963,7.619999886,1.185664296,7.561999989,7.300000191,0.839747393
577,EXPR,February,8537200,7937250,2718460.144,6.680000067,6.805000067,0.300582766,7.457499981,7.424999952,0.200919749,7.274999976,7.254999876,0.155322228
578,EXPR,March,12416425,9993050,5264037.917,6.997499943,7.024999857,0.139351045,7.577499866,7.609999895,0.283670177,7.149999976,7.179999828,0.159059728
579,EXPR,April,8809940,8820200,653770.925,7.153999996,7.25,0.287791636,8.022000027,7.96999979,0.21683191,7.703999901,7.599999905,0.306633234
580,EXPR,May,10722825,8184350,4815301.861,8.254999996,8.414999962,0.404258685,9.457499981,9.315000057,0.652624567,8.982499838,9.054999828,0.208731378
581,EXPR,June,11773975,11583050,2023946.982,9.172499895,9.204999924,0.129107666,10.61249995,10.55999994,0.109173163,9.877499819,9.929999829,0.626912256
582,EXPR,July,6586280,6435900,1502436.036,9.194000053,9.239999771,0.19458662,10.06000004,9.960000038,0.264650666,9.636000061,9.670000076,0.166445026
583,EXPR,August,11515300,7294250,8933767.235,9.664999724,9.819999695,0.371045666,10.88999987,10.82499981,0.244642456,10.62999988,10.46999979,0.346193812
584,EXPR,September,9650200,9973050,2656382.771,10.39000011,10.32500029,0.185337385,11.23249984,11.24499988,0.336776837,10.69250012,10.65999985,0.297352956
585,EXPR,October,11378740,11230600,1764194.259,8.511999893,8.369999886,0.530486596,9.543999863,9.350000381,0.876803303,8.85,8.470000267,0.527332912
586,EXPR,November,14653975,9279600,10247372.7,7.495000005,7.674999953,1.210340965,8.795000076,8.815000057,0.746676118,7.794999957,7.870000124,1.060671985
587,EXPR,December,9342080,10419400,4527959.598,5.215999985,5,0.361917228,5.808000088,5.760000229,0.470293561,5.334000015,5.150000095,0.322155298
588,FRAN,January,634400,453200,278577.6086,68.18399963,69.12000275,3.463325195,78.67200012,75.95999908,6.864841156,71.27999878,71.40000153,3.107977568
589,FRAN,February,431025,429800,12153.06031,61.26000023,61.97999955,1.894517494,68.22000122,68.22000123,1.36952606,63.96000004,64.61999893,2.431294878
590,FRAN,March,372200,360650,86289.88933,57.14999962,57.47999955,2.318167517,62.55000019,62.63999939,1.256782437,59.03999996,58.79999924,2.454872812
591,FRAN,April,298460,269800,83679.23518,55.41599884,55.43999863,0.632252846,60.79199905,60.59999847,1.346140881,58.63199997,58.43999863,1.724997143
592,FRAN,May,226925,227700,21457.55986,64.40999985,66.47999954,4.085620677,70.64999962,71.52000046,2.305709968,68.61000061,68.22000123,1.782667577
593,FRAN,June,666750,674150,181990.8858,76.40999985,76.3199997,9.137501514,88.53000069,88.61999893,8.491801674,84.75,84.36000061,9.459232663
594,FRAN,July,337440,299700,91232.11277,88.2,87.95999908,1.712262997,98.8800003,99.23999786,2.483740222,94.05599975,93.23999786,2.600873867
595,FRAN,August,337800,338050,76385.04435,82.05000115,83.70000076,5.096382025,91.07999993,92.10000229,3.401529272,83.94000054,84.7800026,5.711355884
596,FRAN,September,788800,542850,581366.928,50.72999954,44.34000016,12.23834415,63.75,63.77999878,12.75345948,53.09999943,47.52000046,11.4938749
597,FRAN,October,403840,426300,89537.1342,36.19199905,34.31999969,2.845391625,41.37599945,40.79999924,2.913207859,37.55999908,35.63999939,3.665798924
598,FRAN,November,519625,364150,301647.5872,27.35999966,27.53999997,4.600086299,33.50999975,33.30000019,3.933891515,29.45999956,29.21999931,4.256618835
599,FRAN,December,751180,380800,618459.9078,12.43199997,9.840000153,5.291224596,16.46399994,12.47999954,6.023665573,13.39200001,11.64000034,4.735729856
600,ZUMZ,January,2217820,1785900,1142258.565,21.00999985,21.75,1.075825248,23.47000008,23.39999962,0.590423851,22.28999977,22.54999924,0.908515542
601,ZUMZ,February,1625650,1499400,748092.0481,18.86250019,18.85000038,0.290205087,20.76249981,20.77499962,0.38790312,19.97500038,20.15000057,0.364862975
602,ZUMZ,March,2261575,2049350,906915.1294,20.97499991,20.80000019,1.715189241,23.3375001,23.80000019,1.544900491,22.27499962,22.82499981,1.711906893
603,ZUMZ,April,1674540,1689400,311201.4434,23.02000008,22.60000038,0.773692291,24.85999985,24.54999924,0.836301056,23.68999977,23.64999962,0.863365355
604,ZUMZ,May,1297450,1218100,336432.7979,23.73749972,23.89999962,0.379761091,25.52500057,25.65000057,0.616948303,24.76249981,24.82499981,0.429206736
605,ZUMZ,June,4060575,3429500,1961405.03,25.03749991,25.07499981,0.547009336,28.76250028,27.95000076,1.62533592,26.09999991,26.25,0.727152586
606,ZUMZ,July,2146720,1912000,584547.8985,21.3420002,21.26000023,1.089979953,23.57999954,23.75,1.135165202,22.22599983,21.64999962,1.157973992
607,ZUMZ,August,2334450,2375200,568709.348,27.2750001,28.40000057,2.34053995,30.3574996,30.38999939,1.200694808,29.52499962,29.44999981,1.118872344
608,ZUMZ,September,2316500,2076350,535868.8226,27.14999962,27.44999981,0.579870667,30.0625,29.5,1.585629244,27.98750019,28.19999981,1.032215482
609,ZUMZ,October,2117600,2376700,379015.0762,22.18200035,21.54000092,1.251406019,24.72800026,24.57999992,1.231428553,23.12800026,22.95000076,1.160782184
610,ZUMZ,November,2375075,2072400,765173.7005,19.58750009,19.46500015,0.782731876,21.39249992,21.4449997,1.15037789,20.17749977,20.30999946,0.84671032
611,ZUMZ,December,2350980,2959300,1384531.403,17.9420002,17.76000023,0.391887978,19.47400017,19.34000015,0.386761181,18.69799995,19.01000023,0.472838719
612,SIG,January,10832720,7127600,6765090.868,52.99000015,54.00999832,1.587462875,57.83399963,58.22000122,1.339875065,55.12199936,55.29999924,2.03400511
613,SIG,February,8198575,7950250,719400.3314,48.22999955,48.09999848,1.141117757,52.59500122,52.79000092,0.640956445,50.90250015,51.20000076,1.204147005
614,SIG,March,23362300,13394250,20152097.88,40.08500004,37.79999924,4.31947676,45.19249916,44.87999916,5.333733983,41.24000073,38.77000046,4.424138799
615,SIG,April,9655200,9883000,2962554.373,36.62399979,37.25,1.836590194,40.19799957,40.88999939,0.934353531,38.65200043,38.63000107,1.110141446
616,SIG,May,6602400,7037700,1284866.207,38.65500069,38.42000008,1.843983165,41.28250027,41.39999962,2.023404826,40.71500111,41.05000114,1.964758049
617,SIG,June,17797550,14924050,8829684.897,52.01749897,54.82499886,5.364505831,58.76750088,59.09500122,1.897332968,56.29749966,55.84499931,1.052173558
618,SIG,July,6729480,6934100,615896.025,57.29199905,57.43999863,1.314128764,61.19800034,61.25,1.033854555,59.45199967,59,1.007638619
619,SIG,August,10596850,5072450,10447432.12,58.24499989,58.76000023,2.721787409,64.77499962,63.70999908,3.899579874,62.03749943,62.05000114,1.557792436
620,SIG,September,6597600,6407300,1487925.521,63.27750016,63.17000008,1.263179082,66.41749954,66.29000092,1.243067984,65.26249981,65.79000092,1.443456646
621,SIG,October,5917340,5254300,1305048.76,54.38000031,53.54000092,4.592590508,60.34399948,59.45999908,4.013838726,56.65400009,58.02999878,3.948055395
622,SIG,November,5048250,5070550,1461506.634,52.5074997,52.12999916,2.931146147,58.07750034,58.05000114,2.94481983,54.57499981,54.70499992,2.45876407
623,SIG,December,8706180,10294700,5723187.539,31.9920002,30.95999908,3.467117113,37.80400009,32.63999939,8.45212564,32.8659996,31.77000046,2.958124844
624,SWGAY,January,47840,46100,17974.38177,20.90200004,20.87000084,0.372633591,21.5159996,21.17000008,0.902010958,21.31199951,21.17000008,0.56626493
625,SWGAY,February,74700,75650,15567.75514,20.92749977,20.91499997,0.429614827,22.04500008,21.96500016,0.233291875,21.40250063,21.33000088,0.642509384
626,SWGAY,March,50300,50600,7382.41153,20.97749996,20.9499998,0.266399926,21.61249923,21.55499935,0.352730476,21.30000019,21.16499996,0.476707143
627,SWGAY,April,184900,75600,188951.4117,22.85400009,23.44000053,0.826597378,23.61799965,23.95999908,0.568133879,23.37799988,23.54999924,0.602972978
628,SWGAY,May,124900,68000,124949.6299,23.81750011,23.83500004,0.187132934,24.54749966,24.59999943,0.27012754,24.26499939,24.14499951,0.272259044
629,SWGAY,June,251575,205900,190537.3766,23.74750042,23.88000012,0.850775487,24.7249999,24.93500042,0.616299455,24.3649993,24.42999936,0.548520831
630,SWGAY,July,98100,55800,101480.8948,22.63199959,22.72999954,0.434805759,23.50600052,23.51000023,0.397522052,23.03200035,22.94000053,0.554306503
631,SWGAY,August,93475,99500,28898.12926,21.40250015,21.30500031,0.282522374,22.3300004,22.30000019,0.366196809,21.59750033,21.61000062,0.332969597
632,SWGAY,September,124475,90550,75023.54214,19.70999956,19.72999954,0.095131607,20.2874999,20.29500007,0.218789549,19.97749996,19.8249998,0.272890096
633,SWGAY,October,400980,440100,202000.5287,16.75000019,16.31999969,0.999239722,18.03400002,17.76000023,1.173653892,17.24000015,17.18000031,0.862647263
634,SWGAY,November,321875,285500,99568.25234,15.25499988,15.23999977,0.518145847,16.07000017,15.80000019,0.821066321,15.3900001,15.34000016,0.493305079
635,SWGAY,December,383980,297900,192843.184,14.17999992,14.15999985,0.239916532,14.96000004,14.68000031,0.425534917,14.45799999,14.56000042,0.160050042
636,F,January,251161480,278491900,72951669.46,11.88599987,11.90999985,0.816421549,12.71000004,13.22000027,0.788847091,12.1579998,12,0.960695466
637,F,February,248261375,215681150,126657691.8,10.34500003,10.34499979,0.181727866,10.89999986,10.90499973,0.118953769,10.55999971,10.5699997,0.110227096
638,F,March,217725075,206824300,55383592.32,10.54250026,10.59500027,0.15626505,11.1224997,11.15999985,0.254693462,10.87999988,10.90499973,0.243823518
639,F,April,211262760,204020400,18913134.32,10.89599991,10.82999992,0.175567692,11.53999996,11.55000019,0.114716926,11.22599983,11.27999973,0.226944919
640,F,May,140588125,140019750,10950816.93,11.19250012,11.19500017,0.153520841,11.5849998,11.56499958,0.1327595,11.43499994,11.42000008,0.195128342
641,F,June,181826825,181641400,14316237.14,11.53250003,11.6500001,0.297269005,12.00499988,12.09999991,0.197673812,11.67499995,11.76499987,0.383829637
642,F,July,192388080,184274600,73506070.62,10.39799996,10.51000023,0.486267401,10.84599991,10.97000027,0.407951119,10.51400013,10.56000042,0.465428781
643,F,August,187023300,177252350,40145764.45,9.507500172,9.48000002,0.145150887,9.960000037,9.994999885,0.145086346,9.612499952,9.615000248,0.102804524
644,F,September,200932300,206927900,42384389.79,9.247500181,9.235000134,0.121320905,9.714999914,9.715000153,0.185539778,9.455000162,9.360000134,0.240987621
645,F,October,281740660,281598000,50260565.31,8.634000015,8.550000191,0.427719649,9.274000168,9.31000042,0.27528876,8.923999977,8.979999542,0.31934928
646,F,November,191382375,203414100,40152728.8,9.095000029,9.074999809,0.130096375,9.589999914,9.599999905,0.163554488,9.242500067,9.255000114,0.155462922
647,F,December,191252480,209210600,71968497.37,8.026000023,8.039999962,0.525494161,8.664000225,8.720000267,0.704289842,8.170000076,8.050000191,0.438041053
648,GM,January,60340120,62363900,6272961.256,42.09400024,42.61000061,0.908506779,44.62399979,44.63999939,0.55532389,43.14400024,43.49000168,1.124625955
649,GM,February,73635375,79356550,28341111.5,39.3824997,40.00499916,1.692474128,42.28250027,42.11999893,0.87921495,40.22249985,41,1.624397661
650,GM,March,59666875,59252150,3351316.964,36.08000088,36.12000084,1.295164537,37.81000042,38.05000114,0.773854844,36.82249928,37.09000015,1.145390561
651,GM,April,52981700,51014900,12153084.7,36.5,36.83000183,1.062902285,38.79799957,38.47999954,0.654015465,37.67600021,37.65000153,0.640175078
652,GM,May,54343775,36542900,31306267.88,36.77500057,36.835001,0.612963311,39.45499992,38.625,2.303263873,39.04500008,38.04500008,2.45143365
653,GM,June,63777575,64364750,4623582.208,41.52499962,41.78499985,1.5291908,43.7074995,44.25499916,1.413919599,42.20250035,42.57999992,1.991799809
654,GM,July,52713460,43181700,21143937.12,37.81999969,38.70000076,1.239565491,39.79599991,40,0.82638074,38.63600006,39.15999985,0.827831697
655,GM,August,48142700,46421750,6952824.739,35.77250004,35.70499992,0.453673179,37.48250008,37.46500015,0.643831247,36.24250031,36.21500016,0.256064077
656,GM,September,60345000,60197000,6600672.658,33.68499947,33.52499962,0.434540375,35.65500069,35.69000053,0.654007304,34.3824997,34.27000046,0.646350852
657,GM,October,83595500,81217300,13936629.2,31.70999985,31.48999977,1.0891284,34.40400009,34.27000046,1.703156199,33.15800018,32.65000153,1.7399462
658,GM,November,59575300,55432300,22444280.78,34.99749851,35.09999847,0.766660828,37.12750053,36.82500077,0.988947963,36.33250046,35.84000016,0.93777346
659,GM,December,45508240,52593000,19988479.64,33.06999893,32.95999908,0.996915317,36.18800049,36.18000031,1.881971346,34.02799911,33.91999817,0.778649522
660,CMG,January,4796440,4690200,765259.6333,311.3399963,312.3299866,13.24789189,333.0559998,336.2399902,10.94264148,325.3740051,327.3399963,11.76740441
661,CMG,February,9596600,9848000,3434201.939,276.4650002,274.6549988,28.23819357,318.7425003,319.4149933,9.277463952,299.2250023,310.7250061,25.8020242
662,CMG,March,3447975,3192250,1034152.277,315.7350006,315.5500031,1.416736464,332.8199997,331.0599976,7.282691164,321.9424973,322.2299958,1.069391331
663,CMG,April,5945400,4787200,3804542.574,336.8479981,318.1099854,40.3302268,376.5280029,351.1700134,46.38809303,363.2280029,331.9500122,49.82390746
664,CMG,May,3067525,2529150,1310138.009,423.1175003,424.8350067,4.926078463,438.9374924,439.0549927,6.520650377,431.1074982,430.4550019,5.007303021
665,CMG,June,3899425,3672200,1084207.218,441.137497,445.449997,16.81112075,467.9399948,468.8249969,5.37499288,454.1750031,457.6950073,14.41026496
666,CMG,July,4058980,2736300,2497902.319,439.3220032,446,11.77315035,466.4900024,464.5700073,10.84812732,459.0019958,457.2099915,8.033481428
667,CMG,August,4119450,3848750,1255197.041,479.8125,476.625,15.66408534,515.9225006,520.0050049,14.78528155,497.9500046,497.9550018,18.35920998
668,CMG,September,2882375,2888000,163143.0718,466.2225037,466.6950073,8.618243401,488.0075073,490.0900116,9.939731497,473.8699951,474.699997,14.10846009
669,CMG,October,4148800,4401100,597462.7018,425.0599976,425.1400146,8.572442257,454.9820008,455.7600098,15.88158463,445.676001,438.3800049,16.75182089
670,CMG,November,2920275,3050250,564211.9388,462.1750031,463.8650055,5.02108273,490.7300034,492.9550019,9.126271347,477.0375061,472.9850007,7.950002746
671,CMG,December,2489240,2384600,1342929.155,421.5940063,425.3900146,30.29650221,457.2579956,459.8099976,22.33525379,435.1320007,431.7900085,25.87168723
672,AUDVF,January,140,100,101.9803903,941.6859985,962,45.97636613,976.7759889,990.1799927,50.22290702,970.3419923,990.1799927,45.84190093
673,AUDVF,February,100,100,70.71067812,952,945,15.55634919,981.0449982,978,5.274091548,961.5,964,16.87453703
674,AUDVF,March,50,0,86.60254038,947.3999939,949.25,4.531546063,957.2749939,957.2749939,6.1750183,953.262497,951.0999756,6.072623991
675,AUDVF,April,100,100,63.2455532,955.1800049,955.7000122,4.638699163,968.373999,973.2000122,7.459840895,963.3699951,962,7.505705713
676,AUDVF,May,50,0,86.60254038,978.9150086,975.1000061,10.24135139,989.3025055,995.25,11.03485653,982.730011,982.730011,12.519989
677,AUDVF,June,125,100,43.30127019,922.1674805,932.7249756,40.62191865,949.8025055,960,23.92325737,922.2049866,932.7999878,40.6567478
678,AUDVF,July,140,100,101.9803903,851.7800049,849.25,5.11004646,866.5579956,863.2199707,7.26698425,857.1799927,856.5999756,7.567327984
679,AUDVF,August,50,50,50,833.1350097,833.1350098,21.86499025,847.9724884,855,13.11203314,836.6399994,840.144989,19.01734807
680,AUDVF,September,150,150,50,859.1249847,850.0349732,34.43318265,885.0625,879.3999939,40.66660619,875.9974975,879.3999939,27.75096475
681,AUDVF,October,140,100,101.9803903,812.7219971,790.2399902,48.96038903,844.6580078,830.2000122,51.80108135,813.1880005,790.2399902,49.01822416
682,AUDVF,November,25,0,43.30127019,828.9624939,827,54.03381823,857.5374909,881.5249939,47.88150619,857.4749909,881.5249939,47.8364928
683,AUDVF,December,0,0,0,886.1299927,886.9500122,5.315307362,887.5199951,886.9500122,4.351954724,886.1299927,886.9500122,5.315307362
684,TM,January,968840,996100,235806.4172,134.4299988,136.5899963,3.997820422,138.4700012,139.7400055,2.62586859,137.4179993,137.1999969,2.183872903
685,TM,February,1163400,1132600,477707.9704,131.7175026,131.7350007,2.212603744,138.5649986,138.8499985,0.91829817,135.0974998,136.3850021,2.618965367
686,TM,March,938575,889600,274682.9115,126.8099995,126.5550003,2.075945278,131.0499992,131.0800018,0.587835476,128.6199989,129.8050003,2.39099277
687,TM,April,969500,873600,403608.5331,127.2040024,128,1.808035789,130.2619995,129.6300049,1.322047187,129.0919998,129.2299957,2.136860852
688,TM,May,869225,863550,210927.9187,130.5224991,130.0299988,3.3414462,136.392498,137.5100021,2.736351392,133.8450012,133.6749955,3.323706229
689,TM,June,810000,766800,143572.7864,131.3924999,132.0400009,2.81664184,135.3774987,136.9850007,3.140179567,132.9575005,133.4049988,3.152345349
690,TM,July,609680,649000,170993.256,128.7519989,129.3999939,1.148031193,132.8059997,132.9499969,2.176076,131.326001,131.3000031,1.814607022
691,TM,August,969275,975500,135144.2447,122.8524991,122.9300004,1.141258399,126.4974995,126.2649994,2.022526711,123.6075001,123.6800003,0.571639615
692,TM,September,800675,828450,82405.47236,121.0750008,120.7800026,2.04370524,124.1875,124.2200012,1.572329175,122.6625004,123.3149987,2.152536582
693,TM,October,1357480,1427800,252112.1449,116.1259994,114.9499969,2.680766877,120.611998,118.75,3.032393664,117.4680008,116.7600021,2.104114079
694,TM,November,1052375,1087000,106267.2898,116.5849991,115.9749985,1.905707092,119.8850002,119.7849998,1.668119268,118.8474999,118.4749985,1.858810204
695,TM,December,942460,1135300,379466.2494,115.8740005,115.3899994,3.248097347,120.5479996,122,2.949451162,117.2899994,116.3399963,2.388891235
696,AAPL,January,158700800,127571200,60973722.68,169.4980011,170.0599976,5.138210712,176.4860016,177.3600006,3.572526933,172.5119995,175,6.447001425
697,AAPL,February,220331425,213732650,65009822.98,162.8024979,164.2599945,9.304085728,173.7425003,175.2350006,6.1108163,170.1375008,173.9649963,8.051885203
698,AAPL,March,156617925,156974150,11660450.95,170.5050011,169.7300034,5.568141755,179.0299988,178.7350006,3.098783777,172.6800003,172.9000016,6.43667534
699,AAPL,April,175306520,164408800,41432715.53,164.4440002,164.4700012,3.210144966,176.0359985,175.8399963,5.697448266,170.9960022,168.3800049,7.597457063
700,AAPL,May,108510125,96821850,23097211.12,185.1674995,185.4300003,0.941258716,189.9524956,189.9549942,0.367039586,188.4300003,188.5849991,1.398090612
701,AAPL,June,126045500,123612450,8743630.71,185.5524979,185.8549957,3.633006193,190.8950005,191.0500031,2.772052652,187.642498,186.9749985,2.816151973
702,AAPL,July,111495700,87934000,57152475.85,187.7720001,189.0700073,2.275394339,195.523999,192.6499939,7.02865047,193.9420013,191.3300018,7.139568954
703,AAPL,August,134132950,130508000,19059436.47,210.5974998,210.7699966,4.709215363,218.9449959,218.5649948,6.773994897,217.2250023,216.8700028,7.132976564
704,AAPL,September,169743000,165441400,39443816.37,217.277504,216.5500031,2.047187122,226.8525009,227.3950043,2.528858702,222.1350022,222.5699997,3.025966323
705,AAPL,October,187880080,185599600,45736935.73,212.8,212.6699982,4.798598318,226.0640015,224.2299957,4.070280719,217.8979981,219.3099976,5.859704298
706,AAPL,November,202918625,202474650,28617548.93,181.6149979,179.0149994,11.3154583,195.8675003,195.2750015,10.20363336,187.2174988,186.0550003,12.59894113
707,AAPL,December,179784500,191160200,82838426.79,156.8660004,156.4799957,8.131723343,168.7480041,168.3500061,9.692197991,159.7339996,157.7400055,6.434442517
708,HMC,January,2675140,2061100,1105722.782,35.21399994,35.45999908,0.630225335,36.48000031,36.5,0.522417937,36.03199997,36.15999985,0.233015515
709,HMC,February,5190175,4254850,2022375.951,34.40999985,34.18000031,0.604773142,36.34499932,36.22499848,0.431421674,35.31500053,35.23500061,0.629701815
710,HMC,March,3433825,3395550,577568.8027,33.63250065,33.59000015,0.688744206,34.99750042,35.02000046,0.191230292,34.26249981,34.69000053,0.781900647
711,HMC,April,2914280,2935900,285102.5528,33.8159996,34.02999878,0.481065599,35.02599945,35.04999924,0.285558379,34.21399994,34.20999908,0.477853001
712,HMC,May,2976025,2923700,465330.3417,32.05500079,32.03000069,0.530542155,33.06750012,33.30500031,0.529970656,32.52750015,32.51000023,0.503854505
713,HMC,June,2423500,2649000,436656.7302,30.7750001,31.08500004,1.083385483,31.7949996,32.04500008,0.931248723,30.94750023,31.18000031,1.141432412
714,HMC,July,2479320,2711400,527433.1177,29.17000008,29.06999969,0.396131337,30.00000038,29.70000076,0.60807914,29.73400001,29.29999924,0.631334956
715,HMC,August,2662725,2455200,673573.9023,29.57749987,29.57499981,0.27261402,30.54750014,30.67000008,0.286476911,29.84999991,29.84000016,0.198368556
716,HMC,September,2614050,2551450,153017.8176,28.875,28.75,0.731864162,30.01500034,30.03999996,0.978200234,29.625,29.48999977,0.899069423
717,HMC,October,4874760,4643900,1253517.028,26.97400017,26.80999947,0.955857815,28.71399955,28.96999931,1.135281371,27.68199997,27.20999908,0.809602636
718,HMC,November,3539475,3714200,738235.5226,27.81500006,27.70499992,0.321286401,28.64500046,28.45000077,0.395505567,28.15999985,28.18999958,0.26372321
719,HMC,December,3738060,4073100,1422691.37,26.13599968,26.35000038,0.4932587,27.41000023,27.44000053,0.767854281,26.51199989,26.45000076,0.371504999
720,AMZN,January,23322140,21079900,8605476.991,1273.044019,1280.880005,71.24605468,1355.073999,1339.939941,90.77465956,1332.183984,1305.199951,73.75596498
721,AMZN,February,32741825,28221450,11654250.17,1377.860016,1395.25,78.00053558,1490.529968,1486.214966,27.2197049,1447.134979,1474.344971,65.54027517
722,AMZN,March,29244325,27850000,6246048.337,1477.264984,1488.179993,72.5298372,1590.612488,1584.469971,16.4021325,1523.367524,1533.620057,54.70441538
723,AMZN,April,29309500,25215800,9106933.377,1428.793994,1415.02002,63.84986231,1544.392017,1568.52002,72.63934971,1503.415991,1527.48999,72.51936046
